Modified;File
M;drivers/gpu/drm/i915/intel_panel.c
M;drivers/gpu/drm/i915/intel_pm.c
A;drivers/gpu/drm/i915/intel_renderstate.h
A;drivers/gpu/drm/i915/intel_renderstate_gen6.c
A;drivers/gpu/drm/i915/intel_renderstate_gen7.c
A;drivers/gpu/drm/i915/intel_renderstate_gen8.c
M;drivers/gpu/drm/i915/intel_ringbuffer.c
M;drivers/gpu/drm/i915/intel_ringbuffer.h
M;drivers/gpu/drm/i915/intel_sdvo.c
M;drivers/gpu/drm/i915/intel_sdvo_regs.h
M;drivers/gpu/drm/i915/intel_sideband.c
M;drivers/gpu/drm/i915/intel_sprite.c
M;drivers/gpu/drm/i915/intel_tv.c
M;drivers/gpu/drm/i915/intel_uncore.c
M;drivers/gpu/drm/mga/mga_dma.c
M;drivers/gpu/drm/mga/mga_drv.c
M;drivers/gpu/drm/mga/mga_drv.h
M;drivers/gpu/drm/mga/mga_ioc32.c
M;drivers/gpu/drm/mga/mga_irq.c
M;drivers/gpu/drm/mga/mga_state.c
M;drivers/gpu/drm/mgag200/mgag200_cursor.c
M;drivers/gpu/drm/mgag200/mgag200_drv.c
M;drivers/gpu/drm/mgag200/mgag200_drv.h
M;drivers/gpu/drm/mgag200/mgag200_fb.c
M;drivers/gpu/drm/mgag200/mgag200_main.c
M;drivers/gpu/drm/mgag200/mgag200_mode.c
M;drivers/gpu/drm/mgag200/mgag200_ttm.c
M;drivers/gpu/drm/msm/NOTES
M;drivers/gpu/drm/msm/adreno/a2xx.xml.h
M;drivers/gpu/drm/msm/adreno/a3xx.xml.h
M;drivers/gpu/drm/msm/adreno/a3xx_gpu.c
M;drivers/gpu/drm/msm/adreno/a3xx_gpu.h
M;drivers/gpu/drm/msm/adreno/adreno_common.xml.h
A;drivers/gpu/drm/msm/adreno/adreno_device.c
M;drivers/gpu/drm/msm/adreno/adreno_gpu.c
M;drivers/gpu/drm/msm/adreno/adreno_gpu.h
M;drivers/gpu/drm/msm/adreno/adreno_pm4.xml.h
M;drivers/gpu/drm/msm/dsi/dsi.xml.h
M;drivers/gpu/drm/msm/dsi/mmss_cc.xml.h
M;drivers/gpu/drm/msm/dsi/sfpb.xml.h
M;drivers/gpu/drm/msm/hdmi/hdmi.c
M;drivers/gpu/drm/msm/hdmi/hdmi.h
M;drivers/gpu/drm/msm/hdmi/hdmi.xml.h
A;drivers/gpu/drm/msm/hdmi/hdmi_audio.c
M;drivers/gpu/drm/msm/hdmi/hdmi_bridge.c
M;drivers/gpu/drm/msm/hdmi/hdmi_connector.c
M;drivers/gpu/drm/msm/hdmi/hdmi_phy_8960.c
A;drivers/gpu/drm/msm/hdmi/hdmi_phy_8x74.c
M;drivers/gpu/drm/msm/hdmi/qfprom.xml.h
D;drivers/gpu/drm/msm/mdp4/mdp4.xml.h
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4.xml.h
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_crtc.c
D;drivers/gpu/drm/msm/mdp4/mdp4_dtv_encoder.c
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_dtv_encoder.c
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_irq.c
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_kms.c
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_kms.h
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_lcdc_encoder.c
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_lvds_connector.c
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_lvds_pll.c
D;drivers/gpu/drm/msm/mdp4/mdp4_plane.c
A;drivers/gpu/drm/msm/mdp/mdp4/mdp4_plane.c
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5.xml.h
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_crtc.c
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_encoder.c
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_irq.c
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_kms.c
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_kms.h
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_plane.c
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_smp.c
A;drivers/gpu/drm/msm/mdp/mdp5/mdp5_smp.h
A;drivers/gpu/drm/msm/mdp/mdp_common.xml.h
A;drivers/gpu/drm/msm/mdp/mdp_format.c
A;drivers/gpu/drm/msm/mdp/mdp_kms.c
A;drivers/gpu/drm/msm/mdp/mdp_kms.h
D;drivers/gpu/drm/msm/mdp4/mdp4_crtc.c
D;drivers/gpu/drm/msm/mdp4/mdp4_format.c
D;drivers/gpu/drm/msm/mdp4/mdp4_irq.c
D;drivers/gpu/drm/msm/mdp4/mdp4_kms.c
D;drivers/gpu/drm/msm/mdp4/mdp4_kms.h
M;drivers/gpu/drm/msm/msm_drv.c
M;drivers/gpu/drm/msm/msm_drv.h
M;drivers/gpu/drm/msm/msm_fb.c
M;drivers/gpu/drm/msm/msm_fbdev.c
M;drivers/gpu/drm/msm/msm_gem.c
M;drivers/gpu/drm/msm/msm_gem.h
A;drivers/gpu/drm/msm/msm_gem_prime.c
M;drivers/gpu/drm/msm/msm_gem_submit.c
M;drivers/gpu/drm/msm/msm_gpu.c
M;drivers/gpu/drm/msm/msm_gpu.h
A;drivers/gpu/drm/msm/msm_iommu.c
A;drivers/gpu/drm/msm/msm_kms.h
A;drivers/gpu/drm/msm/msm_mmu.h
A;drivers/gpu/drm/msm/msm_perf.c
A;drivers/gpu/drm/msm/msm_rd.c
M;drivers/gpu/drm/nouveau/core/core/client.c
M;drivers/gpu/drm/nouveau/core/core/engine.c
M;drivers/gpu/drm/nouveau/core/core/event.c
M;drivers/gpu/drm/nouveau/core/core/gpuobj.c
M;drivers/gpu/drm/nouveau/core/core/handle.c
A;drivers/gpu/drm/nouveau/core/core/ioctl.c
M;drivers/gpu/drm/nouveau/core/core/mm.c
M;drivers/gpu/drm/nouveau/core/core/namedb.c
A;drivers/gpu/drm/nouveau/core/core/notify.c
M;drivers/gpu/drm/nouveau/core/core/object.c
M;drivers/gpu/drm/nouveau/core/core/option.c
M;drivers/gpu/drm/nouveau/core/core/parent.c
M;drivers/gpu/drm/nouveau/core/core/printk.c
M;drivers/gpu/drm/nouveau/core/core/subdev.c
M;drivers/gpu/drm/nouveau/core/engine/copy/nva3.c
M;drivers/gpu/drm/nouveau/core/engine/copy/nvc0.c
M;drivers/gpu/drm/nouveau/core/engine/copy/nve0.c
M;drivers/gpu/drm/nouveau/core/engine/crypt/nv84.c
M;drivers/gpu/drm/nouveau/core/engine/crypt/nv98.c
A;drivers/gpu/drm/nouveau/core/engine/device/acpi.c
A;drivers/gpu/drm/nouveau/core/engine/device/acpi.h
M;drivers/gpu/drm/nouveau/core/engine/device/base.c
A;drivers/gpu/drm/nouveau/core/engine/device/ctrl.c
A;drivers/gpu/drm/nouveau/core/engine/device/gm100.c
M;drivers/gpu/drm/nouveau/core/engine/device/nv04.c
M;drivers/gpu/drm/nouveau/core/engine/device/nv10.c
M;drivers/gpu/drm/nouveau/core/engine/device/nv20.c
M;drivers/gpu/drm/nouveau/core/engine/device/nv30.c
M;drivers/gpu/drm/nouveau/core/engine/device/nv40.c
M;drivers/gpu/drm/nouveau/core/engine/device/nv50.c
M;drivers/gpu/drm/nouveau/core/engine/device/nvc0.c
M;drivers/gpu/drm/nouveau/core/engine/device/nve0.c
A;drivers/gpu/drm/nouveau/core/engine/device/priv.h
M;drivers/gpu/drm/nouveau/core/engine/disp/base.c
A;drivers/gpu/drm/nouveau/core/engine/disp/conn.c
A;drivers/gpu/drm/nouveau/core/engine/disp/conn.h
M;drivers/gpu/drm/nouveau/core/engine/disp/dacnv50.c
M;drivers/gpu/drm/nouveau/core/engine/disp/dport.c
M;drivers/gpu/drm/nouveau/core/engine/disp/dport.h
A;drivers/gpu/drm/nouveau/core/engine/disp/gm107.c
M;drivers/gpu/drm/nouveau/core/engine/disp/hdanva3.c
M;drivers/gpu/drm/nouveau/core/engine/disp/hdanvd0.c
M;drivers/gpu/drm/nouveau/core/engine/disp/hdminv84.c
M;drivers/gpu/drm/nouveau/core/engine/disp/hdminva3.c
M;drivers/gpu/drm/nouveau/core/engine/disp/hdminvd0.c
A;drivers/gpu/drm/nouveau/core/engine/disp/hdminve0.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nv04.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nv50.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nv50.h
M;drivers/gpu/drm/nouveau/core/engine/disp/nv84.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nv94.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nva0.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nva3.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nvd0.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nve0.c
M;drivers/gpu/drm/nouveau/core/engine/disp/nvf0.c
A;drivers/gpu/drm/nouveau/core/engine/disp/outp.c
A;drivers/gpu/drm/nouveau/core/engine/disp/outp.h
A;drivers/gpu/drm/nouveau/core/engine/disp/outpdp.c
A;drivers/gpu/drm/nouveau/core/engine/disp/outpdp.h
M;drivers/gpu/drm/nouveau/core/engine/disp/piornv50.c
A;drivers/gpu/drm/nouveau/core/engine/disp/priv.h
M;drivers/gpu/drm/nouveau/core/engine/disp/sornv50.c
M;drivers/gpu/drm/nouveau/core/engine/disp/sornv94.c
M;drivers/gpu/drm/nouveau/core/engine/disp/sornvd0.c
M;drivers/gpu/drm/nouveau/core/engine/disp/vga.c
M;drivers/gpu/drm/nouveau/core/engine/dmaobj/base.c
M;drivers/gpu/drm/nouveau/core/engine/dmaobj/nv04.c
M;drivers/gpu/drm/nouveau/core/engine/dmaobj/nv50.c
M;drivers/gpu/drm/nouveau/core/engine/dmaobj/nvc0.c
M;drivers/gpu/drm/nouveau/core/engine/dmaobj/nvd0.c
A;drivers/gpu/drm/nouveau/core/engine/dmaobj/priv.h
M;drivers/gpu/drm/nouveau/core/engine/falcon.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/base.c
A;drivers/gpu/drm/nouveau/core/engine/fifo/gk20a.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nv04.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nv10.c
A;drivers/gpu/drm/nouveau/core/engine/fifo/nv108.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nv17.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nv40.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nv50.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nv84.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nvc0.c
M;drivers/gpu/drm/nouveau/core/engine/fifo/nve0.c
A;drivers/gpu/drm/nouveau/core/engine/fifo/nve0.h
A;drivers/gpu/drm/nouveau/core/engine/graph/ctxgk110b.c
A;drivers/gpu/drm/nouveau/core/engine/graph/ctxgk20a.c
A;drivers/gpu/drm/nouveau/core/engine/graph/ctxgm107.c
A;drivers/gpu/drm/nouveau/core/engine/graph/ctxnv108.c
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnv50.c
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvc0.c
A;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvc0.h
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvc1.c
D;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvc3.c
A;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvc4.c
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvc8.c
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvd7.c
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvd9.c
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnve4.c
M;drivers/gpu/drm/nouveau/core/engine/graph/ctxnvf0.c
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/com.fuc
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/gpc.fuc
A;drivers/gpu/drm/nouveau/core/engine/graph/fuc/gpcgm107.fuc5.h
A;drivers/gpu/drm/nouveau/core/engine/graph/fuc/gpcnv108.fuc5.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/gpcnvc0.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/gpcnvd7.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/gpcnve0.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/gpcnvf0.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/hub.fuc
A;drivers/gpu/drm/nouveau/core/engine/graph/fuc/hubgm107.fuc5.h
A;drivers/gpu/drm/nouveau/core/engine/graph/fuc/hubnv108.fuc5.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/hubnvc0.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/hubnvd7.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/hubnve0.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/hubnvf0.fuc.h
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/macros.fuc
M;drivers/gpu/drm/nouveau/core/engine/graph/fuc/os.h
A;drivers/gpu/drm/nouveau/core/engine/graph/gk110b.c
A;drivers/gpu/drm/nouveau/core/engine/graph/gk20a.c
A;drivers/gpu/drm/nouveau/core/engine/graph/gm107.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv04.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv10.c
A;drivers/gpu/drm/nouveau/core/engine/graph/nv108.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv20.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv25.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv2a.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv30.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv34.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv35.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv40.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nv50.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nvc0.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nvc0.h
M;drivers/gpu/drm/nouveau/core/engine/graph/nvc1.c
D;drivers/gpu/drm/nouveau/core/engine/graph/nvc3.c
A;drivers/gpu/drm/nouveau/core/engine/graph/nvc4.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nvc8.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nvd7.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nvd9.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nve4.c
M;drivers/gpu/drm/nouveau/core/engine/graph/nvf0.c
M;drivers/gpu/drm/nouveau/core/engine/mpeg/nv31.c
A;drivers/gpu/drm/nouveau/core/engine/mpeg/nv31.h
M;drivers/gpu/drm/nouveau/core/engine/mpeg/nv40.c
A;drivers/gpu/drm/nouveau/core/engine/mpeg/nv44.c
M;drivers/gpu/drm/nouveau/core/engine/mpeg/nv50.c
M;drivers/gpu/drm/nouveau/core/engine/mpeg/nv84.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/base.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/daemon.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nv40.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nv40.h
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nv50.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nv84.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nva3.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nvc0.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nvc0.h
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nve0.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/nvf0.c
A;drivers/gpu/drm/nouveau/core/engine/perfmon/priv.h
M;drivers/gpu/drm/nouveau/core/engine/software/nv04.c
M;drivers/gpu/drm/nouveau/core/engine/software/nv10.c
M;drivers/gpu/drm/nouveau/core/engine/software/nv50.c
A;drivers/gpu/drm/nouveau/core/engine/software/nv50.h
M;drivers/gpu/drm/nouveau/core/engine/software/nvc0.c
M;drivers/gpu/drm/nouveau/core/engine/xtensa.c
D;drivers/gpu/drm/nouveau/core/include/core/class.h
M;drivers/gpu/drm/nouveau/core/include/core/client.h
M;drivers/gpu/drm/nouveau/core/include/core/debug.h
M;drivers/gpu/drm/nouveau/core/include/core/device.h
M;drivers/gpu/drm/nouveau/core/include/core/event.h
M;drivers/gpu/drm/nouveau/core/include/core/handle.h
A;drivers/gpu/drm/nouveau/core/include/core/ioctl.h
M;drivers/gpu/drm/nouveau/core/include/core/mm.h
M;drivers/gpu/drm/nouveau/core/include/core/namedb.h
A;drivers/gpu/drm/nouveau/core/include/core/notify.h
M;drivers/gpu/drm/nouveau/core/include/core/object.h
M;drivers/gpu/drm/nouveau/core/include/core/option.h
M;drivers/gpu/drm/nouveau/core/include/core/parent.h
M;drivers/gpu/drm/nouveau/core/include/core/printk.h
M;drivers/gpu/drm/nouveau/core/include/engine/device.h
M;drivers/gpu/drm/nouveau/core/include/engine/disp.h
M;drivers/gpu/drm/nouveau/core/include/engine/dmaobj.h
M;drivers/gpu/drm/nouveau/core/include/engine/fifo.h
M;drivers/gpu/drm/nouveau/core/include/engine/graph.h
M;drivers/gpu/drm/nouveau/core/include/engine/mpeg.h
A;drivers/gpu/drm/nouveau/core/include/engine/perfmon.h
M;drivers/gpu/drm/nouveau/core/include/engine/software.h
A;drivers/gpu/drm/nouveau/core/include/nvif/class.h
A;drivers/gpu/drm/nouveau/core/include/nvif/event.h
A;drivers/gpu/drm/nouveau/core/include/nvif/ioctl.h
A;drivers/gpu/drm/nouveau/core/include/nvif/unpack.h
M;drivers/gpu/drm/nouveau/core/include/subdev/bar.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/M0205.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/M0209.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/P0260.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/boost.h
M;drivers/gpu/drm/nouveau/core/include/subdev/bios/conn.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/cstep.h
M;drivers/gpu/drm/nouveau/core/include/subdev/bios/dp.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/fan.h
M;drivers/gpu/drm/nouveau/core/include/subdev/bios/gpio.h
M;drivers/gpu/drm/nouveau/core/include/subdev/bios/perf.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/ramcfg.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/rammap.h
M;drivers/gpu/drm/nouveau/core/include/subdev/bios/therm.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/timing.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/vmap.h
A;drivers/gpu/drm/nouveau/core/include/subdev/bios/volt.h
M;drivers/gpu/drm/nouveau/core/include/subdev/bus.h
M;drivers/gpu/drm/nouveau/core/include/subdev/clock.h
M;drivers/gpu/drm/nouveau/core/include/subdev/devinit.h
A;drivers/gpu/drm/nouveau/core/include/subdev/fb/regsnv04.h
M;drivers/gpu/drm/nouveau/core/include/subdev/fb.h
A;drivers/gpu/drm/nouveau/core/include/subdev/fuse.h
M;drivers/gpu/drm/nouveau/core/include/subdev/gpio.h
M;drivers/gpu/drm/nouveau/core/include/subdev/i2c.h
M;drivers/gpu/drm/nouveau/core/include/subdev/ibus.h
M;drivers/gpu/drm/nouveau/core/include/subdev/instmem.h
A;drivers/gpu/drm/nouveau/core/include/subdev/ltc.h
D;drivers/gpu/drm/nouveau/core/include/subdev/ltcg.h
M;drivers/gpu/drm/nouveau/core/include/subdev/mc.h
A;drivers/gpu/drm/nouveau/core/include/subdev/pwr.h
M;drivers/gpu/drm/nouveau/core/include/subdev/therm.h
M;drivers/gpu/drm/nouveau/core/include/subdev/timer.h
M;drivers/gpu/drm/nouveau/core/include/subdev/vm.h
A;drivers/gpu/drm/nouveau/core/include/subdev/volt.h
M;drivers/gpu/drm/nouveau/core/os.h
M;drivers/gpu/drm/nouveau/core/subdev/bar/base.c
A;drivers/gpu/drm/nouveau/core/subdev/bar/gk20a.c
M;drivers/gpu/drm/nouveau/core/subdev/bar/nv50.c
M;drivers/gpu/drm/nouveau/core/subdev/bar/nvc0.c
A;drivers/gpu/drm/nouveau/core/subdev/bar/priv.h
A;drivers/gpu/drm/nouveau/core/subdev/bios/M0205.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/M0209.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/P0260.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/base.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/boost.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/conn.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/cstep.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/dcb.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/dp.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/fan.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/init.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/perf.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/pll.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/ramcfg.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/rammap.c
M;drivers/gpu/drm/nouveau/core/subdev/bios/therm.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/timing.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/vmap.c
A;drivers/gpu/drm/nouveau/core/subdev/bios/volt.c
A;drivers/gpu/drm/nouveau/core/subdev/bus/hwsq.c
A;drivers/gpu/drm/nouveau/core/subdev/bus/hwsq.h
M;drivers/gpu/drm/nouveau/core/subdev/bus/nv04.c
A;drivers/gpu/drm/nouveau/core/subdev/bus/nv04.h
M;drivers/gpu/drm/nouveau/core/subdev/bus/nv31.c
M;drivers/gpu/drm/nouveau/core/subdev/bus/nv50.c
A;drivers/gpu/drm/nouveau/core/subdev/bus/nv94.c
M;drivers/gpu/drm/nouveau/core/subdev/bus/nvc0.c
A;drivers/gpu/drm/nouveau/core/subdev/clock/base.c
A;drivers/gpu/drm/nouveau/core/subdev/clock/gk20a.c
M;drivers/gpu/drm/nouveau/core/subdev/clock/nv04.c
M;drivers/gpu/drm/nouveau/core/subdev/clock/nv40.c
M;drivers/gpu/drm/nouveau/core/subdev/clock/nv50.c
A;drivers/gpu/drm/nouveau/core/subdev/clock/nv50.h
A;drivers/gpu/drm/nouveau/core/subdev/clock/nv84.c
M;drivers/gpu/drm/nouveau/core/subdev/clock/nva3.c
A;drivers/gpu/drm/nouveau/core/subdev/clock/nva3.h
A;drivers/gpu/drm/nouveau/core/subdev/clock/nvaa.c
M;drivers/gpu/drm/nouveau/core/subdev/clock/nvc0.c
A;drivers/gpu/drm/nouveau/core/subdev/clock/nve0.c
M;drivers/gpu/drm/nouveau/core/subdev/clock/pllnv04.c
M;drivers/gpu/drm/nouveau/core/subdev/clock/pllnva3.c
A;drivers/gpu/drm/nouveau/core/subdev/clock/seq.h
M;drivers/gpu/drm/nouveau/core/subdev/devinit/base.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/fbmem.h
A;drivers/gpu/drm/nouveau/core/subdev/devinit/gm107.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nv04.c
A;drivers/gpu/drm/nouveau/core/subdev/devinit/nv04.h
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nv05.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nv10.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nv1a.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nv20.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nv50.c
A;drivers/gpu/drm/nouveau/core/subdev/devinit/nv50.h
A;drivers/gpu/drm/nouveau/core/subdev/devinit/nv84.c
A;drivers/gpu/drm/nouveau/core/subdev/devinit/nv98.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nva3.c
A;drivers/gpu/drm/nouveau/core/subdev/devinit/nvaf.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/nvc0.c
M;drivers/gpu/drm/nouveau/core/subdev/devinit/priv.h
M;drivers/gpu/drm/nouveau/core/subdev/fb/base.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/gddr5.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/gk20a.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/gm107.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv04.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/nv04.h
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv10.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv1a.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv20.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv25.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv30.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv35.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv36.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv40.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/nv40.h
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv41.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv44.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv46.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv47.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv49.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv4e.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nv50.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/nv50.h
A;drivers/gpu/drm/nouveau/core/subdev/fb/nv84.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/nva3.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/nvaa.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/nvaf.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/nvc0.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/nvc0.h
A;drivers/gpu/drm/nouveau/core/subdev/fb/nve0.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/priv.h
A;drivers/gpu/drm/nouveau/core/subdev/fb/ramfuc.h
A;drivers/gpu/drm/nouveau/core/subdev/fb/ramgk20a.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/ramgm107.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/ramnv04.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/ramnv40.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/ramnv41.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/ramnv44.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/ramnv49.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/ramnv50.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/ramnva3.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/ramnvaa.c
M;drivers/gpu/drm/nouveau/core/subdev/fb/ramnvc0.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/ramnve0.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/ramseq.h
A;drivers/gpu/drm/nouveau/core/subdev/fb/sddr2.c
A;drivers/gpu/drm/nouveau/core/subdev/fb/sddr3.c
