Modified;File
A;drivers/staging/unisys/common-spar/include/version.h
A;drivers/staging/unisys/common-spar/include/vmcallinterface.h
A;drivers/staging/unisys/include/guestlinuxdebug.h
A;drivers/staging/unisys/include/periodic_work.h
A;drivers/staging/unisys/include/procobjecttree.h
A;drivers/staging/unisys/include/sparstop.h
A;drivers/staging/unisys/include/timskmod.h
A;drivers/staging/unisys/include/uisqueue.h
A;drivers/staging/unisys/include/uisthread.h
A;drivers/staging/unisys/include/uisutils.h
A;drivers/staging/unisys/include/uniklog.h
A;drivers/staging/unisys/include/vbushelper.h
A;drivers/staging/unisys/uislib/uislib.c
A;drivers/staging/unisys/uislib/uisqueue.c
A;drivers/staging/unisys/uislib/uisthread.c
A;drivers/staging/unisys/uislib/uisutils.c
A;drivers/staging/unisys/virthba/virthba.c
A;drivers/staging/unisys/virthba/virthba.h
A;drivers/staging/unisys/virtpci/virtpci.c
A;drivers/staging/unisys/virtpci/virtpci.h
A;drivers/staging/unisys/visorchannel/globals.h
A;drivers/staging/unisys/visorchannel/visorchannel.h
A;drivers/staging/unisys/visorchannel/visorchannel_funcs.c
A;drivers/staging/unisys/visorchannel/visorchannel_main.c
A;drivers/staging/unisys/visorchipset/file.c
A;drivers/staging/unisys/visorchipset/file.h
A;drivers/staging/unisys/visorchipset/globals.h
A;drivers/staging/unisys/visorchipset/parser.c
A;drivers/staging/unisys/visorchipset/parser.h
A;drivers/staging/unisys/visorchipset/testing.h
A;drivers/staging/unisys/visorchipset/visorchipset.h
A;drivers/staging/unisys/visorchipset/visorchipset_main.c
A;drivers/staging/unisys/visorchipset/visorchipset_umode.h
A;drivers/staging/unisys/visorutil/charqueue.c
A;drivers/staging/unisys/visorutil/charqueue.h
A;drivers/staging/unisys/visorutil/easyproc.c
A;drivers/staging/unisys/visorutil/easyproc.h
A;drivers/staging/unisys/visorutil/memregion.h
A;drivers/staging/unisys/visorutil/memregion_direct.c
A;drivers/staging/unisys/visorutil/periodic_work.c
A;drivers/staging/unisys/visorutil/procobjecttree.c
A;drivers/staging/unisys/visorutil/visorkmodutils.c
D;drivers/staging/usbip/stub_dev.c
D;drivers/staging/usbip/usbip_common.c
D;drivers/staging/usbip/usbip_common.h
D;drivers/staging/usbip/userspace/libsrc/usbip_common.c
D;drivers/staging/usbip/userspace/libsrc/usbip_common.h
D;drivers/staging/usbip/userspace/libsrc/usbip_host_driver.c
D;drivers/staging/usbip/userspace/libsrc/vhci_driver.c
D;drivers/staging/usbip/userspace/src/usbip.h
D;drivers/staging/usbip/userspace/src/usbip_bind.c
D;drivers/staging/usbip/userspace/src/usbip_list.c
D;drivers/staging/usbip/userspace/src/usbip_unbind.c
D;drivers/staging/usbip/userspace/src/utils.c
M;drivers/staging/vme/devices/vme_pio2_core.c
M;drivers/staging/vme/devices/vme_pio2_gpio.c
M;drivers/staging/vme/devices/vme_user.c
M;drivers/staging/vme/devices/vme_user.h
M;drivers/staging/vt6655/80211hdr.h
M;drivers/staging/vt6655/80211mgr.c
M;drivers/staging/vt6655/80211mgr.h
M;drivers/staging/vt6655/IEEE11h.c
M;drivers/staging/vt6655/IEEE11h.h
M;drivers/staging/vt6655/aes_ccmp.c
M;drivers/staging/vt6655/aes_ccmp.h
M;drivers/staging/vt6655/baseband.c
M;drivers/staging/vt6655/baseband.h
M;drivers/staging/vt6655/bssdb.c
M;drivers/staging/vt6655/bssdb.h
M;drivers/staging/vt6655/card.c
M;drivers/staging/vt6655/card.h
M;drivers/staging/vt6655/channel.c
M;drivers/staging/vt6655/channel.h
M;drivers/staging/vt6655/country.h
M;drivers/staging/vt6655/datarate.c
M;drivers/staging/vt6655/datarate.h
M;drivers/staging/vt6655/desc.h
M;drivers/staging/vt6655/device.h
M;drivers/staging/vt6655/device_cfg.h
M;drivers/staging/vt6655/device_main.c
M;drivers/staging/vt6655/dpc.c
M;drivers/staging/vt6655/dpc.h
M;drivers/staging/vt6655/hostap.c
M;drivers/staging/vt6655/hostap.h
M;drivers/staging/vt6655/iocmd.h
M;drivers/staging/vt6655/ioctl.c
M;drivers/staging/vt6655/ioctl.h
M;drivers/staging/vt6655/iowpa.h
M;drivers/staging/vt6655/iwctl.c
M;drivers/staging/vt6655/iwctl.h
M;drivers/staging/vt6655/key.c
M;drivers/staging/vt6655/key.h
M;drivers/staging/vt6655/mac.c
M;drivers/staging/vt6655/mac.h
M;drivers/staging/vt6655/mib.c
M;drivers/staging/vt6655/mib.h
M;drivers/staging/vt6655/michael.c
M;drivers/staging/vt6655/michael.h
M;drivers/staging/vt6655/power.c
M;drivers/staging/vt6655/power.h
M;drivers/staging/vt6655/rc4.c
M;drivers/staging/vt6655/rf.c
M;drivers/staging/vt6655/rf.h
M;drivers/staging/vt6655/rxtx.c
M;drivers/staging/vt6655/rxtx.h
M;drivers/staging/vt6655/srom.c
M;drivers/staging/vt6655/srom.h
M;drivers/staging/vt6655/tcrc.c
M;drivers/staging/vt6655/tether.c
M;drivers/staging/vt6655/tkip.c
M;drivers/staging/vt6655/ttype.h
M;drivers/staging/vt6655/upc.h
M;drivers/staging/vt6655/vntwifi.c
M;drivers/staging/vt6655/vntwifi.h
M;drivers/staging/vt6655/wcmd.c
M;drivers/staging/vt6655/wcmd.h
M;drivers/staging/vt6655/wctl.c
M;drivers/staging/vt6655/wctl.h
M;drivers/staging/vt6655/wmgr.c
M;drivers/staging/vt6655/wmgr.h
M;drivers/staging/vt6655/wpa.c
M;drivers/staging/vt6655/wpa2.c
M;drivers/staging/vt6655/wpactl.c
M;drivers/staging/vt6655/wpactl.h
M;drivers/staging/vt6655/wroute.c
M;drivers/staging/vt6655/wroute.h
D;drivers/staging/vt6656/80211hdr.h
D;drivers/staging/vt6656/80211mgr.c
D;drivers/staging/vt6656/80211mgr.h
D;drivers/staging/vt6656/aes_ccmp.c
D;drivers/staging/vt6656/aes_ccmp.h
M;drivers/staging/vt6656/baseband.c
M;drivers/staging/vt6656/baseband.h
D;drivers/staging/vt6656/bssdb.c
D;drivers/staging/vt6656/bssdb.h
M;drivers/staging/vt6656/card.c
M;drivers/staging/vt6656/card.h
M;drivers/staging/vt6656/channel.c
M;drivers/staging/vt6656/channel.h
D;drivers/staging/vt6656/control.c
D;drivers/staging/vt6656/control.h
D;drivers/staging/vt6656/country.h
D;drivers/staging/vt6656/datarate.c
D;drivers/staging/vt6656/datarate.h
M;drivers/staging/vt6656/desc.h
M;drivers/staging/vt6656/device.h
D;drivers/staging/vt6656/device_cfg.h
M;drivers/staging/vt6656/dpc.c
M;drivers/staging/vt6656/dpc.h
M;drivers/staging/vt6656/firmware.c
M;drivers/staging/vt6656/firmware.h
D;drivers/staging/vt6656/hostap.c
D;drivers/staging/vt6656/hostap.h
M;drivers/staging/vt6656/int.c
M;drivers/staging/vt6656/int.h
D;drivers/staging/vt6656/iocmd.h
D;drivers/staging/vt6656/iowpa.h
D;drivers/staging/vt6656/iwctl.c
D;drivers/staging/vt6656/iwctl.h
M;drivers/staging/vt6656/key.c
M;drivers/staging/vt6656/key.h
M;drivers/staging/vt6656/mac.c
M;drivers/staging/vt6656/mac.h
M;drivers/staging/vt6656/main_usb.c
D;drivers/staging/vt6656/mib.c
D;drivers/staging/vt6656/mib.h
D;drivers/staging/vt6656/michael.c
D;drivers/staging/vt6656/michael.h
M;drivers/staging/vt6656/power.c
M;drivers/staging/vt6656/power.h
D;drivers/staging/vt6656/rc4.c
D;drivers/staging/vt6656/rc4.h
M;drivers/staging/vt6656/rf.c
M;drivers/staging/vt6656/rf.h
D;drivers/staging/vt6656/rndis.h
M;drivers/staging/vt6656/rxtx.c
M;drivers/staging/vt6656/rxtx.h
D;drivers/staging/vt6656/srom.h
D;drivers/staging/vt6656/tcrc.c
D;drivers/staging/vt6656/tcrc.h
D;drivers/staging/vt6656/tether.c
D;drivers/staging/vt6656/tether.h
D;drivers/staging/vt6656/tkip.c
D;drivers/staging/vt6656/tkip.h
D;drivers/staging/vt6656/tmacro.h
M;drivers/staging/vt6656/usbpipe.c
M;drivers/staging/vt6656/usbpipe.h
D;drivers/staging/vt6656/vntconfiguration.dat
M;drivers/staging/vt6656/wcmd.c
M;drivers/staging/vt6656/wcmd.h
D;drivers/staging/vt6656/wctl.c
D;drivers/staging/vt6656/wctl.h
D;drivers/staging/vt6656/wmgr.c
D;drivers/staging/vt6656/wmgr.h
D;drivers/staging/vt6656/wpa.c
D;drivers/staging/vt6656/wpa.h
D;drivers/staging/vt6656/wpa2.c
D;drivers/staging/vt6656/wpa2.h
D;drivers/staging/vt6656/wpactl.c
D;drivers/staging/vt6656/wpactl.h
D;drivers/staging/winbond/core.h
D;drivers/staging/winbond/localpara.h
D;drivers/staging/winbond/mac_structures.h
D;drivers/staging/winbond/mds.c
D;drivers/staging/winbond/mds_f.h
D;drivers/staging/winbond/mds_s.h
D;drivers/staging/winbond/mto.c
D;drivers/staging/winbond/mto.h
D;drivers/staging/winbond/phy_calibration.c
D;drivers/staging/winbond/phy_calibration.h
D;drivers/staging/winbond/reg.c
D;drivers/staging/winbond/sme_api.h
D;drivers/staging/winbond/wb35reg.c
D;drivers/staging/winbond/wb35reg_f.h
D;drivers/staging/winbond/wb35reg_s.h
D;drivers/staging/winbond/wb35rx.c
D;drivers/staging/winbond/wb35rx_f.h
D;drivers/staging/winbond/wb35rx_s.h
D;drivers/staging/winbond/wb35tx.c
D;drivers/staging/winbond/wb35tx_f.h
D;drivers/staging/winbond/wb35tx_s.h
D;drivers/staging/winbond/wbhal.h
D;drivers/staging/winbond/wbusb.c
D;drivers/staging/wlags49_h2/ap_h2.c
D;drivers/staging/wlags49_h2/ap_h25.c
D;drivers/staging/wlags49_h2/debug.h
D;drivers/staging/wlags49_h2/dhf.c
D;drivers/staging/wlags49_h2/dhf.h
D;drivers/staging/wlags49_h2/dhfcfg.h
D;drivers/staging/wlags49_h2/hcf.c
D;drivers/staging/wlags49_h2/hcf.h
D;drivers/staging/wlags49_h2/hcfcfg.h
D;drivers/staging/wlags49_h2/hcfdef.h
D;drivers/staging/wlags49_h2/man/wlags49.4
D;drivers/staging/wlags49_h2/mdd.h
D;drivers/staging/wlags49_h2/mmd.c
D;drivers/staging/wlags49_h2/mmd.h
D;drivers/staging/wlags49_h2/sta_h2.c
D;drivers/staging/wlags49_h2/sta_h25.c
D;drivers/staging/wlags49_h2/wl_cs.c
D;drivers/staging/wlags49_h2/wl_cs.h
D;drivers/staging/wlags49_h2/wl_enc.c
D;drivers/staging/wlags49_h2/wl_enc.h
D;drivers/staging/wlags49_h2/wl_if.h
D;drivers/staging/wlags49_h2/wl_internal.h
D;drivers/staging/wlags49_h2/wl_main.c
D;drivers/staging/wlags49_h2/wl_main.h
D;drivers/staging/wlags49_h2/wl_netdev.c
D;drivers/staging/wlags49_h2/wl_netdev.h
D;drivers/staging/wlags49_h2/wl_pci.c
D;drivers/staging/wlags49_h2/wl_pci.h
D;drivers/staging/wlags49_h2/wl_priv.c
D;drivers/staging/wlags49_h2/wl_priv.h
D;drivers/staging/wlags49_h2/wl_profile.c
D;drivers/staging/wlags49_h2/wl_profile.h
D;drivers/staging/wlags49_h2/wl_util.c
D;drivers/staging/wlags49_h2/wl_util.h
D;drivers/staging/wlags49_h2/wl_version.h
D;drivers/staging/wlags49_h2/wl_wext.c
D;drivers/staging/wlags49_h2/wl_wext.h
D;drivers/staging/wlags49_h25/ap_h25.c
D;drivers/staging/wlags49_h25/debug.h
D;drivers/staging/wlags49_h25/dhf.c
D;drivers/staging/wlags49_h25/dhf.h
D;drivers/staging/wlags49_h25/dhfcfg.h
D;drivers/staging/wlags49_h25/hcf.c
D;drivers/staging/wlags49_h25/hcf.h
D;drivers/staging/wlags49_h25/hcfcfg.h
D;drivers/staging/wlags49_h25/hcfdef.h
D;drivers/staging/wlags49_h25/mdd.h
D;drivers/staging/wlags49_h25/mmd.c
D;drivers/staging/wlags49_h25/mmd.h
D;drivers/staging/wlags49_h25/sta_h25.c
D;drivers/staging/wlags49_h25/wl_cs.c
D;drivers/staging/wlags49_h25/wl_cs.h
D;drivers/staging/wlags49_h25/wl_enc.c
D;drivers/staging/wlags49_h25/wl_enc.h
D;drivers/staging/wlags49_h25/wl_if.h
D;drivers/staging/wlags49_h25/wl_internal.h
D;drivers/staging/wlags49_h25/wl_main.c
D;drivers/staging/wlags49_h25/wl_main.h
D;drivers/staging/wlags49_h25/wl_netdev.c
D;drivers/staging/wlags49_h25/wl_netdev.h
D;drivers/staging/wlags49_h25/wl_priv.c
D;drivers/staging/wlags49_h25/wl_priv.h
D;drivers/staging/wlags49_h25/wl_profile.c
D;drivers/staging/wlags49_h25/wl_profile.h
D;drivers/staging/wlags49_h25/wl_util.c
D;drivers/staging/wlags49_h25/wl_util.h
D;drivers/staging/wlags49_h25/wl_version.h
D;drivers/staging/wlags49_h25/wl_wext.c
D;drivers/staging/wlags49_h25/wl_wext.h
M;drivers/staging/wlan-ng/cfg80211.c
M;drivers/staging/wlan-ng/hfa384x.h
M;drivers/staging/wlan-ng/hfa384x_usb.c
M;drivers/staging/wlan-ng/p80211conv.c
M;drivers/staging/wlan-ng/p80211mgmt.h
M;drivers/staging/wlan-ng/p80211netdev.c
M;drivers/staging/wlan-ng/p80211netdev.h
M;drivers/staging/wlan-ng/p80211req.c
M;drivers/staging/wlan-ng/p80211wep.c
M;drivers/staging/wlan-ng/prism2fw.c
M;drivers/staging/wlan-ng/prism2mgmt.c
M;drivers/staging/wlan-ng/prism2mgmt.h
M;drivers/staging/wlan-ng/prism2mib.c
M;drivers/staging/wlan-ng/prism2sta.c
M;drivers/staging/wlan-ng/prism2usb.c
M;drivers/staging/xgifb/XGI_main.h
M;drivers/staging/xgifb/XGI_main_26.c
M;drivers/staging/xgifb/vb_def.h
M;drivers/staging/xgifb/vb_init.c
M;drivers/staging/xgifb/vb_setmode.c
M;drivers/staging/xgifb/vb_struct.h
M;drivers/staging/xgifb/vb_table.h
M;drivers/staging/xgifb/vgatypes.h
D;drivers/staging/xillybus/xillybus_core.c
D;drivers/staging/xillybus/xillybus_of.c
D;drivers/staging/xillybus/xillybus_pcie.c
D;drivers/staging/zram/zram_drv.c
D;drivers/staging/zram/zram_drv.h
D;drivers/staging/zsmalloc/zsmalloc-main.c
D;drivers/staging/zsmalloc/zsmalloc.h
M;drivers/target/iscsi/iscsi_target.c
M;drivers/target/iscsi/iscsi_target_auth.c
M;drivers/target/iscsi/iscsi_target_auth.h
M;drivers/target/iscsi/iscsi_target_configfs.c
M;drivers/target/iscsi/iscsi_target_core.h
M;drivers/target/iscsi/iscsi_target_device.c
M;drivers/target/iscsi/iscsi_target_erl0.c
M;drivers/target/iscsi/iscsi_target_erl1.c
M;drivers/target/iscsi/iscsi_target_erl2.c
M;drivers/target/iscsi/iscsi_target_login.c
M;drivers/target/iscsi/iscsi_target_nego.c
M;drivers/target/iscsi/iscsi_target_nodeattrib.c
M;drivers/target/iscsi/iscsi_target_nodeattrib.h
M;drivers/target/iscsi/iscsi_target_parameters.c
M;drivers/target/iscsi/iscsi_target_stat.c
M;drivers/target/iscsi/iscsi_target_tpg.c
M;drivers/target/iscsi/iscsi_target_tpg.h
M;drivers/target/iscsi/iscsi_target_util.c
M;drivers/target/iscsi/iscsi_target_util.h
M;drivers/target/loopback/tcm_loop.c
M;drivers/target/loopback/tcm_loop.h
M;drivers/target/sbp/sbp_target.c
M;drivers/target/target_core_alua.c
M;drivers/target/target_core_alua.h
M;drivers/target/target_core_configfs.c
M;drivers/target/target_core_device.c
M;drivers/target/target_core_fabric_configfs.c
M;drivers/target/target_core_fabric_lib.c
M;drivers/target/target_core_file.c
M;drivers/target/target_core_file.h
M;drivers/target/target_core_iblock.c
M;drivers/target/target_core_internal.h
M;drivers/target/target_core_pr.c
M;drivers/target/target_core_pr.h
M;drivers/target/target_core_pscsi.c
M;drivers/target/target_core_rd.c
M;drivers/target/target_core_rd.h
M;drivers/target/target_core_sbc.c
M;drivers/target/target_core_spc.c
M;drivers/target/target_core_stat.c
M;drivers/target/target_core_tmr.c
M;drivers/target/target_core_tpg.c
M;drivers/target/target_core_transport.c
M;drivers/target/target_core_ua.c
M;drivers/target/target_core_ua.h
A;drivers/target/target_core_user.c
M;drivers/target/target_core_xcopy.c
M;drivers/target/tcm_fc/tcm_fc.h
M;drivers/target/tcm_fc/tfc_cmd.c
M;drivers/target/tcm_fc/tfc_conf.c
M;drivers/target/tcm_fc/tfc_io.c
M;drivers/target/tcm_fc/tfc_sess.c
M;drivers/tc/tc.c
M;drivers/thermal/armada_thermal.c
M;drivers/thermal/cpu_cooling.c
M;drivers/thermal/fair_share.c
A;drivers/thermal/gov_bang_bang.c
M;drivers/thermal/imx_thermal.c
A;drivers/thermal/int340x_thermal/acpi_thermal_rel.c
A;drivers/thermal/int340x_thermal/acpi_thermal_rel.h
A;drivers/thermal/int340x_thermal/int3400_thermal.c
A;drivers/thermal/int340x_thermal/int3402_thermal.c
A;drivers/thermal/int340x_thermal/int3403_thermal.c
M;drivers/thermal/intel_powerclamp.c
A;drivers/thermal/intel_soc_dts_thermal.c
A;drivers/thermal/of-thermal.c
M;drivers/thermal/rcar_thermal.c
M;drivers/thermal/samsung/exynos_thermal_common.c
M;drivers/thermal/samsung/exynos_thermal_common.h
M;drivers/thermal/samsung/exynos_tmu.c
M;drivers/thermal/samsung/exynos_tmu.h
M;drivers/thermal/samsung/exynos_tmu_data.c
M;drivers/thermal/samsung/exynos_tmu_data.h
M;drivers/thermal/spear_thermal.c
A;drivers/thermal/st/st_thermal.c
A;drivers/thermal/st/st_thermal.h
A;drivers/thermal/st/st_thermal_memmap.c
A;drivers/thermal/st/st_thermal_syscfg.c
M;drivers/thermal/step_wise.c
M;drivers/thermal/thermal_core.c
M;drivers/thermal/thermal_core.h
M;drivers/thermal/thermal_hwmon.c
M;drivers/thermal/ti-soc-thermal/ti-bandgap.c
M;drivers/thermal/ti-soc-thermal/ti-thermal-common.c
M;drivers/thermal/x86_pkg_temp_thermal.c
A;drivers/thunderbolt/cap.c
A;drivers/thunderbolt/ctl.c
A;drivers/thunderbolt/ctl.h
A;drivers/thunderbolt/eeprom.c
A;drivers/thunderbolt/nhi.c
A;drivers/thunderbolt/nhi.h
A;drivers/thunderbolt/nhi_regs.h
A;drivers/thunderbolt/path.c
A;drivers/thunderbolt/switch.c
A;drivers/thunderbolt/tb.c
A;drivers/thunderbolt/tb.h
A;drivers/thunderbolt/tb_regs.h
A;drivers/thunderbolt/tunnel_pci.c
A;drivers/thunderbolt/tunnel_pci.h
M;drivers/tty/amiserial.c
M;drivers/tty/bfin_jtag_comm.c
M;drivers/tty/cyclades.c
M;drivers/tty/ehv_bytechan.c
M;drivers/tty/goldfish.c
M;drivers/tty/hvc/hvc_console.c
M;drivers/tty/hvc/hvc_dcc.c
M;drivers/tty/hvc/hvc_iucv.c
M;drivers/tty/hvc/hvc_opal.c
M;drivers/tty/hvc/hvc_rtas.c
M;drivers/tty/hvc/hvc_tile.c
M;drivers/tty/hvc/hvc_udbg.c
M;drivers/tty/hvc/hvc_vio.c
M;drivers/tty/hvc/hvc_xen.c
M;drivers/tty/hvc/hvsi_lib.c
M;drivers/tty/ipwireless/tty.c
M;drivers/tty/metag_da.c
M;drivers/tty/moxa.c
M;drivers/tty/n_gsm.c
M;drivers/tty/n_hdlc.c
M;drivers/tty/n_r3964.c
M;drivers/tty/n_tty.c
M;drivers/tty/nozomi.c
M;drivers/tty/pty.c
M;drivers/tty/rocket.c
M;drivers/tty/serial/21285.c
M;drivers/tty/serial/8250/8250.h
M;drivers/tty/serial/8250/8250_core.c
M;drivers/tty/serial/8250/8250_dma.c
M;drivers/tty/serial/8250/8250_dw.c
M;drivers/tty/serial/8250/8250_early.c
M;drivers/tty/serial/8250/8250_em.c
A;drivers/tty/serial/8250/8250_fintek.c
M;drivers/tty/serial/8250/8250_fsl.c
M;drivers/tty/serial/8250/8250_hp300.c
A;drivers/tty/serial/8250/8250_mtk.c
M;drivers/tty/serial/8250/8250_pci.c
M;drivers/tty/serial/8250/8250_pnp.c
M;drivers/tty/serial/8250/serial_cs.c
M;drivers/tty/serial/altera_jtaguart.c
M;drivers/tty/serial/altera_uart.c
M;drivers/tty/serial/amba-pl010.c
M;drivers/tty/serial/amba-pl011.c
M;drivers/tty/serial/apbuart.c
M;drivers/tty/serial/ar933x_uart.c
M;drivers/tty/serial/arc_uart.c
M;drivers/tty/serial/atmel_serial.c
M;drivers/tty/serial/bcm63xx_uart.c
M;drivers/tty/serial/bfin_sport_uart.c
M;drivers/tty/serial/bfin_uart.c
M;drivers/tty/serial/clps711x.c
M;drivers/tty/serial/cpm_uart/cpm_uart_core.c
M;drivers/tty/serial/cpm_uart/cpm_uart_cpm1.c
M;drivers/tty/serial/cpm_uart/cpm_uart_cpm2.c
M;drivers/tty/serial/crisv10.c
M;drivers/tty/serial/dz.c
A;drivers/tty/serial/earlycon-arm-semihost.c
A;drivers/tty/serial/earlycon.c
M;drivers/tty/serial/efm32-uart.c
M;drivers/tty/serial/fsl_lpuart.c
M;drivers/tty/serial/icom.c
M;drivers/tty/serial/ifx6x60.c
M;drivers/tty/serial/imx.c
M;drivers/tty/serial/ioc3_serial.c
M;drivers/tty/serial/ioc4_serial.c
M;drivers/tty/serial/ip22zilog.c
M;drivers/tty/serial/jsm/jsm.h
M;drivers/tty/serial/jsm/jsm_driver.c
M;drivers/tty/serial/jsm/jsm_tty.c
M;drivers/tty/serial/kgdb_nmi.c
M;drivers/tty/serial/lantiq.c
M;drivers/tty/serial/lpc32xx_hs.c
M;drivers/tty/serial/m32r_sio.c
M;drivers/tty/serial/max310x.c
M;drivers/tty/serial/mcf.c
A;drivers/tty/serial/men_z135_uart.c
A;drivers/tty/serial/meson_uart.c
M;drivers/tty/serial/mfd.c
M;drivers/tty/serial/mpc52xx_uart.c
M;drivers/tty/serial/mpsc.c
M;drivers/tty/serial/mrst_max3110.c
M;drivers/tty/serial/msm_serial.c
M;drivers/tty/serial/msm_serial.h
M;drivers/tty/serial/mux.c
M;drivers/tty/serial/mxs-auart.c
M;drivers/tty/serial/netx-serial.c
M;drivers/tty/serial/nwpserial.c
M;drivers/tty/serial/of_serial.c
M;drivers/tty/serial/omap-serial.c
M;drivers/tty/serial/pch_uart.c
M;drivers/tty/serial/pmac_zilog.c
M;drivers/tty/serial/pnx8xxx_uart.c
M;drivers/tty/serial/pxa.c
M;drivers/tty/serial/rp2.c
M;drivers/tty/serial/sa1100.c
M;drivers/tty/serial/samsung.c
M;drivers/tty/serial/samsung.h
M;drivers/tty/serial/sb1250-duart.c
A;drivers/tty/serial/sc16is7xx.c
D;drivers/tty/serial/sc26xx.c
M;drivers/tty/serial/sccnxp.c
M;drivers/tty/serial/serial-tegra.c
M;drivers/tty/serial/serial_core.c
M;drivers/tty/serial/serial_ks8695.c
A;drivers/tty/serial/serial_mctrl_gpio.c
A;drivers/tty/serial/serial_mctrl_gpio.h
M;drivers/tty/serial/serial_txx9.c
M;drivers/tty/serial/sh-sci.c
M;drivers/tty/serial/sh-sci.h
M;drivers/tty/serial/sirfsoc_uart.c
M;drivers/tty/serial/sirfsoc_uart.h
M;drivers/tty/serial/sn_console.c
M;drivers/tty/serial/st-asc.c
M;drivers/tty/serial/sunhv.c
M;drivers/tty/serial/sunsab.c
M;drivers/tty/serial/sunsu.c
M;drivers/tty/serial/sunzilog.c
M;drivers/tty/serial/tilegx.c
M;drivers/tty/serial/timbuart.c
M;drivers/tty/serial/uartlite.c
M;drivers/tty/serial/ucc_uart.c
M;drivers/tty/serial/vr41xx_siu.c
M;drivers/tty/serial/vt8500_serial.c
M;drivers/tty/serial/xilinx_uartps.c
M;drivers/tty/serial/zs.c
M;drivers/tty/synclink.c
M;drivers/tty/synclink_gt.c
M;drivers/tty/synclinkmp.c
M;drivers/tty/sysrq.c
M;drivers/tty/tty_audit.c
M;drivers/tty/tty_buffer.c
M;drivers/tty/tty_io.c
M;drivers/tty/tty_ioctl.c
M;drivers/tty/tty_ldisc.c
M;drivers/tty/tty_ldsem.c
M;drivers/tty/tty_port.c
M;drivers/tty/vt/consolemap.c
M;drivers/tty/vt/keyboard.c
M;drivers/tty/vt/vt.c
M;drivers/uio/uio.c
M;drivers/uio/uio_aec.c
M;drivers/uio/uio_cif.c
M;drivers/uio/uio_dmem_genirq.c
M;drivers/uio/uio_mf624.c
M;drivers/uio/uio_netx.c
M;drivers/uio/uio_pdrv_genirq.c
M;drivers/uio/uio_pruss.c
M;drivers/uio/uio_sercos3.c
M;drivers/usb/atm/cxacru.c
M;drivers/usb/atm/speedtch.c
M;drivers/usb/atm/ueagle-atm.c
M;drivers/usb/atm/usbatm.c
M;drivers/usb/atm/usbatm.h
M;drivers/usb/c67x00/c67x00-hcd.c
M;drivers/usb/c67x00/c67x00-hcd.h
M;drivers/usb/c67x00/c67x00-ll-hpi.c
M;drivers/usb/c67x00/c67x00-sched.c
M;drivers/usb/chipidea/bits.h
M;drivers/usb/chipidea/ci.h
M;drivers/usb/chipidea/ci_hdrc_imx.c
M;drivers/usb/chipidea/ci_hdrc_imx.h
M;drivers/usb/chipidea/ci_hdrc_msm.c
M;drivers/usb/chipidea/ci_hdrc_pci.c
A;drivers/usb/chipidea/ci_hdrc_zevio.c
M;drivers/usb/chipidea/core.c
M;drivers/usb/chipidea/debug.c
M;drivers/usb/chipidea/host.c
M;drivers/usb/chipidea/otg.c
M;drivers/usb/chipidea/otg.h
A;drivers/usb/chipidea/otg_fsm.c
A;drivers/usb/chipidea/otg_fsm.h
M;drivers/usb/chipidea/udc.c
M;drivers/usb/chipidea/usbmisc_imx.c
M;drivers/usb/class/cdc-acm.c
M;drivers/usb/class/cdc-acm.h
M;drivers/usb/class/cdc-wdm.c
M;drivers/usb/class/usblp.c
M;drivers/usb/class/usbtmc.c
A;drivers/usb/common/common.c
A;drivers/usb/common/led.c
A;drivers/usb/common/usb-otg-fsm.c
M;drivers/usb/core/buffer.c
M;drivers/usb/core/config.c
M;drivers/usb/core/devio.c
M;drivers/usb/core/driver.c
M;drivers/usb/core/file.c
M;drivers/usb/core/generic.c
M;drivers/usb/core/hcd-pci.c
M;drivers/usb/core/hcd.c
M;drivers/usb/core/hub.c
M;drivers/usb/core/hub.h
M;drivers/usb/core/message.c
M;drivers/usb/core/otg_whitelist.h
M;drivers/usb/core/port.c
M;drivers/usb/core/quirks.c
M;drivers/usb/core/sysfs.c
M;drivers/usb/core/urb.c
M;drivers/usb/core/usb-acpi.c
M;drivers/usb/core/usb.c
M;drivers/usb/core/usb.h
A;drivers/usb/dwc2/core.c
A;drivers/usb/dwc2/core.h
D;drivers/staging/dwc2/core_intr.c
A;drivers/usb/dwc2/core_intr.c
A;drivers/usb/dwc2/gadget.c
D;drivers/staging/dwc2/hcd.c
A;drivers/usb/dwc2/hcd.c
D;drivers/staging/dwc2/hcd.h
A;drivers/usb/dwc2/hcd.h
D;drivers/staging/dwc2/hcd_ddma.c
A;drivers/usb/dwc2/hcd_ddma.c
D;drivers/staging/dwc2/hcd_intr.c
A;drivers/usb/dwc2/hcd_intr.c
D;drivers/staging/dwc2/hcd_queue.c
A;drivers/usb/dwc2/hcd_queue.c
A;drivers/usb/dwc2/hw.h
A;drivers/usb/dwc2/pci.c
A;drivers/usb/dwc2/platform.c
M;drivers/usb/dwc3/core.c
M;drivers/usb/dwc3/core.h
A;drivers/usb/dwc3/debug.c
M;drivers/usb/dwc3/debug.h
M;drivers/usb/dwc3/dwc3-exynos.c
A;drivers/usb/dwc3/dwc3-keystone.c
M;drivers/usb/dwc3/dwc3-omap.c
M;drivers/usb/dwc3/dwc3-pci.c
A;drivers/usb/dwc3/dwc3-qcom.c
A;drivers/usb/dwc3/dwc3-st.c
M;drivers/usb/dwc3/ep0.c
